"school_ID" "stud_ID" "grade" "gender" "immig" "SCHRISK" "BULLIED" "FEELSAFE" "BELONG" "TEACHSUP" "ANXMAT" "MATHPERS" "math_time" "study_time" "EXERPRAC" "STUDYHMW" "PAREDINT" "ESCS" "FAMSUP" "FAMSUPSL" "PV1MATH" "PV2MATH" "PV3MATH" "PV4MATH" "PV5MATH" "PV6MATH" "PV7MATH" "PV8MATH" "PV9MATH" "PV10MATH" "mate" "MACTIV" "SCHSIZE" "SMRATIO" "SCHSEL"
"9561" "38000301" "38013831" 1 0 0 3.0521 -0.391 0.6342 0.114 0.1475 0.3729 1.3566 2 1 4 3 9 -1.445 0.4485 NA 540.118 478.405 510.9 527.559 504.674 521.467 435.528 549.112 512.169 527.628 510.756 1 613 100 1
"9562" "38000305" "38013832" 0 1 0 -0.4624 -1.228 -0.039 -0.4941 -0.3322 0.8757 0.3486 3 4 3 6 9 -1.2848 1.6799 0.8594 409.309 373.022 440.245 425.128 420.772 460.373 429.539 457.484 437.219 447.504 430.0595 1 773 64.4167 1
"9563" "38000058" "38013833" 1 0 1 -0.4624 -1.228 -0.756 1.1073 -1.7015 0.1748 0.054 1 3 4 5 16 0.5552 0.7548 NA 374.425 396.963 352.053 387.747 398.845 385.766 339.524 385.518 357.204 337.346 371.5391 1 194 77.6 3
"9564" "38000178" "38013834" 1 0 0 3.0521 -0.0351 1.1246 1.1073 -2.9095 -0.0575 -1.2161 2 3 4 10 12 -1.3756 1.7348 0.1318 364.823 360.62 388.312 370.368 378.614 351.83 376.517 355.998 371.223 288.534 360.6839 3 619 77.375 3
"9565" "38000164" "38013835" 1 1 0 -0.4624 -0.0351 -0.039 0.1873 -1.7015 -0.9755 0.4705 3 5 4 4 14.5 -0.1613 -0.624 -0.7321 430.487 436.287 504.232 463.521 509.705 492.809 483.022 505.015 513.143 432.65 477.0871 3 1384 69.2 2
"9566" "38000271" "38013837" 0 0 0 -0.4624 -0.3264 1.1246 0.5674 -0.3322 -2.3945 0.408 1 2 3 6 16 1.2611 1.7234 0.9213 666.328 670.891 644.489 646.195 663.972 641.517 673.372 677.556 689.925 684.803 665.9048 4 638 85.0667 2
"9567" "38000160" "38013838" 2 1 0 -0.4624 -1.228 0.4417 0.314 0.8211 -0.2885 0.0371 1 4 2 4 14.5 -0.7576 0.537 0.4202 428.383 377.589 451.058 383.445 426.005 429.871 379.35 398.232 419.315 465.192 415.844 1 747 67.9091 3
"9568" "38000288" "38013840" 0 0 0 -0.4624 -1.228 1.1246 -1.0387 NA NA NA NA NA 10 0 9 -2.1444 NA NA 321.786 368.308 297.558 367.569 298.414 307.016 337.313 287.575 295.088 301.324 318.1951 0 467 46.7 3
"9569" "38000124" "38013841" 1 1 0 1.793 -1.228 -0.039 0.3142 -0.3322 0.1932 0.6075 5 5 5 5 16 0.6061 1.5514 NA 512.289 483.914 495.918 560.419 506.44 514.19 499.843 517.322 510.819 523.353 512.4507 4 112 100 1
"9570" "38000291" "38013842" 1 0 0 -0.4624 -0.4588 1.1246 0.0342 0.8211 0.4067 -0.183 2 4 2 7 16 0.8484 0.2194 NA 568.22 602.691 549.989 588.023 574.765 616.997 543.169 518.045 559.395 582.999 570.4293 NA NA NA NA
"9571" "38000280" "38013843" 1 1 0 -0.4624 -1.228 0.1368 0.8759 -0.1002 0.8757 0.4767 1 2 4 4 12 -0.7494 1.5679 1.4976 446.105 448.774 491.982 458.242 407.828 453.545 441.198 417.495 441.392 442.513 444.9074 4 376 100 2
"9572" "38000154" "38013844" 1 0 0 -0.4624 -0.1325 -0.756 0.3142 -0.5635 -0.2704 -0.2439 1 1 0 1 16 0.5408 0.1288 NA 415.418 411.728 362.886 354.682 351.036 396.309 455.338 378.157 356.268 394.163 387.5985 0 188 47 3
"9573" "38000268" "38013846" 1 0 0 -0.4624 -1.228 1.1246 -0.3261 0.4357 0.8251 0.104 2 2 6 8 12 -0.6694 1.6083 0.0697 382.37 466.105 402.419 465.134 427.988 443.291 435.714 449.897 429.262 376.19 427.837 3 759 54.2143 1
"9574" "38000237" "38013847" 0 0 0 -0.4624 1.4747 1.1246 0.0179 -2.1346 0.544 -1.2875 1 1 10 0 NA -1.4078 -0.4188 0.52 452.899 435.841 412.117 422.152 422.458 449.04 435.631 462.113 423.15 452.345 436.7746 2 547 84.1538 1
"9575" "38000008" "38013848" 1 1 0 -0.4624 -1.228 1.1246 2.7308 0.8211 0.051 -0.3762 2 4 4 8 12 -0.7272 1.0007 1.2258 377.187 366.943 365.425 356.881 329.614 359.293 378.535 345.241 358.777 354.385 359.2281 0 828 87.1579 1
"9576" "38000039" "38013849" 1 1 0 0.4017 -1.228 -0.9021 -1.1689 -0.5635 0.051 -0.2255 2 2 0 8 12 -1.286 0.0665 0.0893 413.217 368.915 405.17 416.764 379.667 436.59 405.363 433.882 346.653 420.119 402.634 0 859 81.8095 1
"9577" "38000247" "38013851" 1 1 0 0.8125 -0.267 1.1246 -0.471 -2.9095 -0.5006 -0.6306 2 3 5 4 16 0.5173 -0.4672 -0.8148 567.337 587.127 547.46 590.006 540.589 563.443 550.282 544.043 568.807 623.512 568.2606 4 1469 46.6349 3
"9578" "38000345" "38013852" 0 1 1 -0.4624 2.2907 -1.3377 -1.2185 1.5558 1.8354 0.7205 6 6 8 8 9 -1.1863 1.8052 2.3559 471.919 395.639 410.026 437.414 387.154 350.894 379.414 406.221 422.06 390.034 405.0775 3 401 61.6923 2
"9579" "38000060" "38013853" 1 1 0 -0.4624 1.2893 1.1246 -0.338 0.4357 -0.9979 2.0894 1 4 8 10 16 1.3962 0.3217 1.0591 585.054 552.438 530.206 590.16 557.634 546.994 561.173 555.039 540.446 575.412 559.4556 3 729 54 1
"9580" "38000083" "38013854" 1 0 0 -0.4624 -0.1325 1.1246 -0.2824 -1.0693 0.3025 -0.1929 3 4 10 5 12 -1.1015 -0.0399 0.8458 436.293 429.139 438.893 429.336 386.968 426.843 405.294 404.898 398.39 454.704 421.0758 1 222 74 1
"9581" "38000329" "38013857" 1 1 1 -0.4624 -1.228 1.1246 -1.1226 1.5558 -0.1371 2.7166 2 3 5 5 14.5 -0.3603 -0.9742 -0.8406 434.612 438.193 402.367 419.689 402.984 369.524 403.122 378.34 400.82 416.486 406.6137 2 1333 100 2
"9582" "38000092" "38013858" 2 1 0 -0.4624 -1.228 -0.756 -0.0328 1.5558 -1.6741 0.3569 2 6 6 10 16 1.4052 1.5514 2.1288 483.416 451.568 466.429 447.012 500.254 471.27 493.477 438.75 506.614 463.675 472.2465 4 967 87.9091 3
"9583" "38000027" "38013859" 1 1 0 -0.4624 -1.228 -0.756 0.2074 -1.7015 0.7774 -0.2514 3 4 2 3 16 0.4759 0.4734 0.5488 504.975 503.004 459.839 476.938 512.502 499.559 488.29 442.969 455.762 470.496 481.4334 3 818 96.2353 3
"9584" "38000185" "38013861" 0 0 0 -0.4624 -1.228 1.1246 1.1314 -1.0693 -2.3945 0.5029 1 1 4 6 14.5 -0.1765 -1.5934 -2.0151 623.269 617.627 603.894 620.036 639.355 637.783 663.14 599.573 631.904 627.66 626.4241 2 486 100 3
"9585" "38000142" "38013862" 1 1 0 0.4017 -1.228 1.1246 -0.6046 0.1475 NA NA 3 4 4 10 16 -0.1188 NA NA 559.429 518.766 499.472 451.223 525.789 474.503 490.724 498.718 517.147 533.504 506.9275 3 325 59.0909 3
"9586" "38000123" "38013863" 1 0 0 0.4017 2.3154 1.1246 0.7639 -0.5635 -0.2758 -0.4293 2 2 2 4 16 0.9201 0.5287 0.038 512.447 498.603 566.143 540.972 504.647 477.327 491.56 497.494 476.582 501.278 506.7053 2 899 100 3
"9587" "38000230" "38013864" 1 1 0 -0.4624 -1.228 -1.3934 0.028 0.1475 2.5429 0.131 3 5 6 6 14.5 0.48 NA NA 336.908 365.155 381.462 324.8 327.978 310.583 363.26 398.694 341.089 366.541 351.647 4 1153 82.3571 1
"9588" "38000235" "38013866" 1 0 0 1.4434 -1.228 1.1246 -0.7731 0.4357 0.3729 -0.3973 1 1 10 2 9 -1.4554 -0.1661 -0.4081 410.875 472.189 484.907 485.458 493.963 478.367 474.463 467.094 463.203 491.692 472.2211 0 752 100 2
"9589" "38000063" "38013868" 1 0 0 -0.4624 -1.228 1.1246 0.1604 -1.7015 0.6566 -0.2531 1 2 10 1 16 0.2308 0.3374 -1.1306 401.255 400.267 468.509 423.772 415.911 359.056 391.72 385.011 408.765 433.016 408.7282 4 424 94.2222 2
"9590" "38000337" "38013871" 1 0 0 -0.4624 0.2652 1.1246 0.5119 1.5558 NA NA 1 1 10 2 16 1.3168 NA NA 532.431 580.886 555.064 581.57 543.812 572.83 559.035 566.659 570.89 550.539 561.3716 2 149 NA 1
"9591" "38000327" "38013873" 1 1 0 0.8125 -1.228 -0.756 0.309 0.1475 0.8757 0.5864 3 6 0 6 14.5 -0.22 0.2969 NA 580.08 584.241 598.455 561.551 634.242 600.761 550.715 613.915 600.037 571.33 589.5327 3 109 6.8125 2
"9592" "38000119" "38013874" 2 0 0 -0.4624 -1.228 1.1246 0.5096 1.5558 -1.6826 2.6196 2 3 5 5 16 1.5634 0.0456 NA 659.731 673.068 645.054 641.321 685.048 655.328 628.97 629.655 669.357 640.112 652.7644 3 1145 69.3939 2
"9593" "38000061" "38013877" 1 1 0 0.4017 -1.228 1.1246 2.1143 -1.0282 0.8251 -0.5439 1 2 7 7 16 1.352 -0.7927 NA 467.538 462.782 459.722 459.543 471.392 430.563 466.751 455.043 483.383 477.333 463.405 1 468 93.6 2
"9594" "38000041" "38013878" 1 1 0 -0.4624 0.4829 -0.756 -1.4654 -1.0693 0.6566 -1.3793 1 1 0 3 12 -1.1174 -0.9474 0.0521 443.953 421.813 407.541 423.479 371.736 427.421 443.434 408.209 447.794 383.374 417.8754 1 679 97 1
"9595" "38000128" "38013879" 1 1 0 -0.4624 -0.267 -1.2649 -0.7635 -1.7015 -0.9755 0.1985 1 4 3 8 16 0.6067 -0.3087 -0.3915 650.329 627.333 619.79 652.401 601.885 637.427 674.471 626.559 601.493 616.497 630.8185 4 1045 59.7143 3
"9596" "38000081" "38013880" 1 0 NA -0.4624 -1.228 -0.756 -0.9024 1.5558 0.8251 2.4332 1 1 0 0 16 1.1139 -2.7216 2.2723 422.324 413.003 371.35 412.756 354.016 385.888 352.571 400.401 383.576 355.444 385.1329 2 181 72.4 3
"9597" "38000341" "38013881" 1 1 0 -0.4624 0.5766 0.0877 0.0342 -1.3627 -0.5191 -0.0285 3 5 3 8 12 0.4226 0.1688 NA 523.198 521.312 521.922 529.757 523.368 534.569 552.388 551.321 512.13 495.019 526.4984 3 920 100 1
"9598" "38000246" "38013882" 1 1 1 -0.4624 1.3151 -1.0389 -0.372 -2.1346 -0.2885 0.5796 2 6 3 5 16 -0.4441 -1.1663 -0.9335 572.412 545.358 592.752 558.304 540.433 524.696 521.398 564.617 593.581 547.833 556.1384 5 867 59.7931 2
"9599" "38000317" "38013883" 1 1 0 -0.4624 -0.4588 0.6942 0.044 -0.8059 2.635 -1.0857 5 6 2 5 12 -0.676 0.378 2.1921 443.189 424.106 414.857 439.146 404.286 414.359 440.949 441.245 443.481 428.409 429.4027 4 1382 74.7027 1
"9600" "38000149" "38013885" 1 0 0 0.8125 -1.228 0.4938 0.3519 1.5558 -0.0423 0.4319 3 5 8 10 16 1.6393 1.7459 0.4974 507.156 462.18 474.689 469.609 499.817 477.349 471.516 479.764 484.627 474.398 480.1105 2 940 53.7143 2
"9601" "38000003" "38013887" 1 0 0 3.0521 -0.1325 0.0877 1.1471 0.4357 0.4252 -0.3535 1 6 8 4 12 -1.146 -0.8823 -0.2288 441.752 469.14 462.758 485.571 455.044 434.967 476.515 475.284 449.773 449.774 460.0578 3 559 79.8571 1
"9602" "38000065" "38013888" 1 0 0 1.793 0.7803 -0.039 0.7289 -0.1002 0.6387 -0.5091 1 2 2 1 16 0.297 0.8312 0.5069 382.814 455.268 456.889 422.433 458.201 441.598 443.881 445.422 379.095 410.058 429.5659 1 207 82.8 2
"9603" "38000042" "38013889" 1 0 0 -0.4624 -1.228 0.6942 0.7356 -0.1002 -0.9755 0.3054 1 1 10 2 12 -0.4145 0.9756 0.7988 555.319 607.886 552.995 557.876 595.265 513.672 601.718 552.187 612.42 516.538 566.5876 1 513 60.3529 3
"9604" "38000102" "38013890" 1 1 0 -0.4624 -1.228 -0.756 -1.3669 -1.0693 -0.1371 -0.3571 1 4 10 6 9 -1.7572 -0.9173 0.8506 534.382 596.074 514.069 539.913 550.345 537.118 585.204 555.49 540.79 531.928 548.5313 0 303 50.5 1
"9605" "38000225" "38013891" 1 1 0 -0.4624 -0.5168 0.6342 0.7639 -0.8059 -0.4577 -0.4033 2 2 10 8 9 -1.8683 -0.2223 NA 396.011 394.59 371.177 362.527 333.669 404.691 371.44 368.676 388.701 383.571 377.5053 0 734 81.5556 1
"9606" "38000236" "38013892" 1 1 0 1.793 -0.391 1.1246 0.5159 1.5558 0.3025 1.4676 2 6 6 5 16 -0.3892 -0.6339 0.6697 461.63 437.592 419.901 437.869 449.427 430.925 411.277 424.298 498.959 406.365 437.8243 0 583 77.7333 3
"9607" "38000278" "38013893" 1 1 0 -0.4624 -0.267 -1.561 -0.338 -0.8059 -0.2758 0.4411 4 5 4 6 16 1.468 0.2079 1.1781 635.641 620.236 594.355 618.989 598.432 622.741 607.967 608.06 620.2 653.491 618.0112 4 1409 67.0952 3
"9608" "38000255" "38013895" 1 0 0 -0.4624 -0.3264 1.1246 0.9614 1.5558 0.429 -0.6634 1 2 5 8 9 -1.4027 -0.9336 0.5106 519.917 485.82 523.341 506.682 489.448 454.543 536.419 496.38 510.213 498.516 502.1279 0 973 100 3
"9609" "38000339" "38013898" 0 0 1 3.0521 0.9221 -0.756 0.0569 -1.3627 2.5078 0.1929 1 3 8 4 16 -1.0157 0.3556 -0.6762 388.162 386.541 406.469 465.265 400.537 397.595 399.728 400.385 415.688 387.48 404.785 2 21 14 3
"9610" "38000322" "38013899" 1 1 0 1.324 0.1361 -0.756 -0.9789 1.5558 0.5653 0.3752 2 6 1 8 16 1.2309 -0.4557 -0.2331 463.369 466.841 431.148 426.48 435.588 428.105 414.802 440.939 416.84 392.48 431.6592 2 986 68 3
"9611" "38000216" "38013900" 1 1 0 1.793 -1.228 0.6342 -0.338 0.4357 -0.755 NA 2 4 0 8 12 -0.8874 0.1481 NA 374.616 347.462 386.716 399.714 366.04 406.721 414.513 375.432 358.444 402.601 383.2259 4 302 67.1111 2
"9612" "38000240" "38013903" 1 1 0 -0.4624 -1.228 1.1246 1.1314 -0.8059 -0.5006 0.2215 2 3 3 5 12 -0.5731 0.8468 0.4849 621.46 612.847 575.088 618.725 598.526 636.097 603.987 621.361 669.381 651.83 620.9302 3 86 86 2
"9613" "38000293" "38013904" 1 0 0 -0.4624 -0.1325 -0.756 -0.7281 -1.7015 0.8251 -1.3762 1 3 2 3 12 0.0163 0.3197 NA 583.528 546.357 565.332 596.373 590.43 550.866 554.538 569.028 556.324 553.095 566.5871 0 268 20.6154 3
"9614" "38000178" "38013905" 1 0 NA 1.793 1.84 -1.4077 -1.7703 0.1475 0.602 -1.2021 1 1 0 0 12 -1.037 NA NA 357.63 406.117 332.931 347.586 312.209 308.075 268.162 354.089 372.416 365.78 342.4995 3 619 77.375 3
"9615" "38000213" "38013907" 1 0 0 1.793 -1.228 -0.756 -0.3485 NA -0.508 0.345 NA 1 5 0 9 -1.3408 0.6291 0.7902 408.506 384.519 441.181 428.078 447.855 406.757 417.547 396.005 459.955 385.615 417.6018 2 719 84.5882 2
"9616" "38000128" "38013908" 1 0 0 0.4017 0.2988 -0.756 -0.8721 -1.0693 0.7889 -0.1893 3 3 8 10 16 2.0911 -0.6583 0.038 524.035 508.659 506.113 488.858 516.381 463.381 524.946 469.186 531.043 515.04 504.7642 4 1045 59.7143 3
"9617" "38000011" "38013911" 1 1 0 -0.4624 -1.228 0.1368 2.2967 0.8211 0.6387 0.0233 1 3 3 4 16 1.3276 0.4861 -0.1909 553.889 585.059 560.722 590.161 571.146 543.275 602.062 533.702 586.998 581.484 570.8498 3 1025 100 3
"9618" "38000246" "38013913" 1 0 0 -0.4624 -1.228 1.1246 0.1436 -1.7015 0.133 -0.2862 3 5 8 10 16 1.3083 1.6009 -1.484 643.562 622.395 631.594 625.873 646.654 577.928 600.724 606.625 649.26 634.669 623.9284 5 867 59.7931 2
"9619" "38000171" "38013916" 1 0 0 0.4017 -0.1325 -0.756 -0.471 -1.0693 0.7889 -0.6373 2 3 4 6 12 0.2269 0.1365 0.9056 522.617 543.485 511.584 574.112 502.514 520.872 531.302 512.508 547.306 523.132 528.9432 3 2000 88.8889 2
"9620" "38000135" "38013920" 1 0 0 -0.4624 -1.228 0.6942 -0.47 0.4357 -0.1172 0.2533 2 4 10 10 16 1.2931 -0.5425 -0.125 514.267 539.215 522.057 516.433 514.979 468.452 519.369 519.426 489.089 531.125 513.4412 3 1114 85.6923 3
"9621" "38000329" "38013922" 2 1 0 -0.4624 1.0923 -1.5959 -3.2583 -0.1002 0.4252 0.3003 2 1 2 6 14.5 0.4215 0.1587 1.2327 546.336 500.017 543.635 487.275 539.075 527.277 519.419 527.062 516.766 521.149 522.8011 2 1333 100 2
"9622" "38000232" "38013923" 1 1 0 0.4017 -1.228 -1.7315 -0.47 -2.1346 2.6109 -0.9791 1 6 5 10 14.5 -0.2132 NA NA 461.019 410.083 414.855 449.547 433.043 424.298 401.642 403.966 438.862 426.642 426.3957 2 1001 83.4167 1
"9623" "38000209" "38013924" 1 0 0 0.8125 0.9268 0.4014 -0.2502 -0.5635 0.1031 -0.2903 1 1 10 6 12 -0.8682 -0.511 NA 396.625 366.923 357.801 373.692 374.942 393.919 378.164 362.228 392.482 390.324 378.71 2 1111 100 3
"9624" "38000092" "38013926" 1 1 0 -0.4624 -1.228 -0.756 -0.3397 0.1475 0.8251 1.1328 4 6 8 10 16 1.249 1.6582 0.7069 462.507 441.351 481.337 450.135 421.492 462.45 438.108 466.015 451.734 464.327 453.9456 4 967 87.9091 3
"9625" "38000219" "38013928" 1 1 0 -0.4624 0.1924 0.6942 0.3519 -1.7015 1.9159 -0.0659 2 3 3 5 16 0.0954 1.6211 -0.9925 537.111 497.373 527.497 538.335 555.725 565.873 544.142 556.173 573.549 575.934 547.1712 3 937 52.0556 2
"9626" "38000276" "38013929" 1 1 0 -0.4624 -1.228 0.6942 0.0422 1.5558 -0.3744 0.0154 1 5 2 5 14.5 -0.2821 -0.7716 0.0109 516.03 451.384 528.795 472.629 525.842 530.221 489.029 505.551 543.15 534.447 509.7078 3 1275 91.0714 3
"9627" "38000241" "38013930" 1 0 0 0.8125 -1.228 1.1246 -1.8107 1.5558 0.7774 -0.4603 2 4 6 8 14.5 1.0377 -0.3137 0.0726 438.35 447.338 461.31 479.747 426.298 457.452 449.606 439.964 452.568 466.472 451.9105 0 296 100 3
"9628" "38000041" "38013931" 1 0 0 0.8125 2.1854 -1.4182 -1.2185 -0.3322 0.4252 0.1767 2 2 6 6 12 -0.0422 -0.696 0.2602 384.593 386.14 374.338 342.484 398.222 419.352 362.195 360.905 332.983 371.178 373.239 1 679 97 1
"9629" "38000280" "38013933" 1 1 0 0.703 1.3582 1.1246 0.3378 1.5558 -2.382 -2.7887 1 1 0 8 12 -0.484 1.659 1.3866 436.556 366.329 336.045 384.807 299.522 359.166 324.691 378.899 353.67 335.881 357.5566 4 376 100 2
"9630" "38000176" "38013935" 1 1 0 3.0521 1.5332 -1.9857 -0.9466 -2.9095 2.5078 -0.0895 4 6 8 9 16 0.4405 -1.7733 -0.3047 420.582 366.538 413.23 436.838 447.815 432.309 421.644 424.945 445.62 422.767 423.2288 0 1197 88.6667 2
"9631" "38000244" "38013936" 1 0 0 0.4017 -1.228 0.6942 0.1436 0.4357 0.6566 -1.1029 1 3 2 0 9 -1.8726 -1.1719 0.3757 365.969 393.995 444.734 358.596 404.709 411.069 435.776 374.768 430.736 384.029 400.4381 0 564 100 2
"9632" "38000006" "38013937" 1 1 0 0.8125 -1.228 -0.756 -0.471 -1.7015 -0.1371 0.2365 1 3 3 5 16 1.0497 -0.928 0.0057 435.355 433.802 466.45 417.632 413.393 466.883 427.293 400.55 458.439 428.185 434.7982 3 1973 78.92 2
"9633" "38000210" "38013938" 1 1 1 -0.4624 -1.228 -0.756 -1.06 0.1475 2.5429 0.5374 6 6 0 5 12 -0.8752 1.596 0.6836 349.497 377.742 424.362 379.232 398.469 387.788 385.624 380.886 380.814 391.458 385.5872 1 771 96.375 2
"9634" "38000280" "38013942" 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 336.943 286.338 354.7 367.302 291.78 306.855 340.486 371.139 309.748 318.713 328.4004 4 376 100 2
"9635" "38000093" "38013943" 1 0 0 -0.4624 -1.228 -0.756 -0.2482 -1.0693 0.1931 -0.6982 1 2 8 6 14.5 -0.0331 -0.0578 0.0476 438.007 431.917 406.534 362.511 431.482 456.352 433.149 461.328 429.576 358.19 420.9046 4 1376 100 2
"9636" "38000060" "38013945" 1 1 0 -0.4624 -1.228 1.1246 2.7562 -0.1002 -2.3868 0.8445 1 2 2 5 16 1.2895 NA NA 727.823 666.257 665.274 730.233 732.781 675.62 773.817 699.285 637.797 671.104 697.9991 3 729 54 1
"9637" "38000036" "38013947" 0 0 1 0.8125 0.7062 1.1246 -0.9888 0.4357 0.8251 -0.7426 1 3 5 5 16 0.4804 -0.7169 NA 429.535 424.637 476.183 456.722 410.707 422.218 439.147 434.459 389.204 419.99 430.2802 NA NA NA NA
"9638" "38000232" "38013948" 2 0 0 -0.4624 -1.228 -0.756 -0.0328 0.8211 0.7774 -1.0284 2 3 1 5 12 0.1634 0.0947 -0.3107 494.801 450.945 412.454 486.11 468.409 493.769 487.564 437.93 429.732 506.256 466.797 2 1001 83.4167 1
"9639" "38000278" "38013949" 1 0 1 0.8125 -0.267 0.4417 -1.1623 0.4357 -0.9877 0.3136 3 4 5 7 16 0.2315 0.9888 0.6643 545.988 528.04 529.744 538.71 565.569 569.551 536.638 581.187 480.81 558.813 543.505 4 1409 67.0952 3
"9640" "38000088" "38013950" 1 1 0 -0.4624 -0.4588 -0.756 -0.3397 -1.0693 -0.3744 0.1822 3 5 2 6 12 -1.2754 -0.1499 NA 307.339 333.222 313.528 306.587 271.413 298.158 326.414 276.661 315.802 324.738 307.3862 3 1130 80.7143 3
"9641" "38000009" "38013952" 1 0 0 -0.4624 -1.228 0.6342 0.8273 0.1475 -1.299 1.4298 3 4 4 10 16 -0.2831 -0.2832 -1.3931 612.245 590.339 579.949 560.123 624.138 586.525 561.772 624.118 550.196 554.229 584.3634 4 935 66.7857 3
"9642" "38000313" "38013953" 1 0 0 -0.4624 -1.228 0.6942 -0.1981 0.8211 -0.0394 0.8139 4 2 3 5 16 0.8284 -0.4928 NA 675.826 686.441 632.366 664.519 639.791 685.906 647.733 660.592 703.83 680.982 667.7986 4 683 62.0909 3
"9643" "38000263" "38013954" 1 0 0 -0.4624 -1.228 0.6942 0.6428 -1.3627 -0.8811 0.3791 3 4 3 5 14.5 0.058 -0.2016 -0.5292 536.676 512.867 566.176 534.624 582.118 515.685 556.189 552.627 582.311 531.341 547.0614 1 832 59.4286 3
"9644" "38000105" "38013955" 1 1 0 -0.4624 -1.228 0.4417 0.6338 -1.7015 1.2918 0.1392 1 5 2 5 16 1.1262 0.2767 0.391 435.543 442.909 444.079 458.602 480.298 458.469 482.172 476.018 447.253 426.515 455.1858 2 1250 80.6452 3
"9645" "38000205" "38013956" 1 0 0 0.4017 -1.228 0.6942 2.2967 1.5558 -1.299 0.2568 1 4 3 7 12 0.2428 -1.1758 -0.7592 553.132 573.793 599.626 616.337 620.185 586.65 549.184 578.667 574.147 602.006 585.3727 4 318 63.6 1
"9646" "38000317" "38013957" 1 0 0 0.4017 -1.228 -0.756 0.8273 -0.3322 -0.2758 -0.3106 2 2 2 5 12 -0.2633 -0.0974 -0.7752 467.728 527.314 512.35 518.169 474.38 526.405 516.968 494.56 519.604 524.572 508.205 4 1382 74.7027 1
"9647" "38000259" "38013958" 2 1 0 -0.4624 -0.267 1.1246 -0.9422 1.5558 1.1606 -0.4086 1 5 7 5 16 0.9493 1.0974 0.2291 558.811 575.609 549.305 485.971 541.81 548.319 516.184 548.419 549.066 536.323 540.9817 4 117 29.25 3
"9648" "38000288" "38013959" 0 1 0 0.8125 -0.3264 -0.756 0.0925 0.4357 1.0508 -0.4675 1 3 0 2 9 -1.4567 1.6481 NA 390.411 389.017 433.123 416.87 410.655 379.069 426.523 388.498 392.986 388.88 401.6032 0 467 46.7 3
"9649" "38000121" "38013960" 1 1 0 -0.4624 -1.228 1.1246 0.1436 1.5558 0.1748 1.7412 2 2 3 5 16 0.1762 -0.4473 -1.1306 498.237 548.601 512.418 499.637 500.816 506.188 521.614 508.258 501.078 552.829 514.9676 1 161 80.5 3
"9650" "38000045" "38013961" 1 1 0 -0.4624 -1.228 -0.756 0.5119 -1.7015 -0.0394 -0.9369 1 3 5 4 16 0.149 -0.6425 0.8302 443.119 430.846 457.583 476.271 378.488 424.225 441.007 406.6 450.245 438.785 434.7169 3 172 57.3333 2
"9651" "38000012" "38013963" 1 0 0 -0.4624 -1.228 1.1246 2.7474 -2.9095 0.1932 -2.606 1 2 2 8 9 -1.4857 0.0233 -1.3534 476.237 490.602 462.24 469.877 436.177 462.209 488.622 474.726 483.882 508.697 475.3269 2 219 73 2
"9652" "38000103" "38013964" 1 1 0 3.0521 0.0626 0.0877 -0.0397 0.1475 1.1417 0.8205 2 2 2 10 9 -2.0008 0.0396 0.2348 362.594 357.183 381.203 386.534 348.031 360.408 387.624 375.736 302.515 404.807 366.6635 NA NA NA NA
"9653" "38000198" "38013965" 1 0 0 0.8125 0.5504 1.1246 -0.4941 -0.3322 0.3378 -0.2744 2 2 3 3 14.5 0.7597 0.0413 0.666 554.433 550.523 569.808 550 533.693 505.536 559.675 550.145 553.01 578.855 550.5678 3 583 100 2
"9654" "38000194" "38013966" 1 0 0 0.4017 -1.228 1.1246 2.4581 -1.7015 -1.299 -0.6273 1 1 5 2 16 0.9814 -0.4206 -0.7506 622.475 659.251 675.45 652.636 622.811 667.435 671.414 644.869 641.238 613.109 647.0688 5 955 48.9744 3
"9655" "38000009" "38013967" 1 1 0 -0.4624 -1.228 0.4417 0.5969 1.5558 0.5653 1.9829 1 4 5 3 14.5 -0.442 0.9439 2.3862 530.723 544.764 525.277 544.948 555.712 583.848 577.016 547.813 533.183 590.158 553.3442 4 935 66.7857 3
"9656" "38000300" "38013968" 1 0 0 0.4017 -0.3264 -1.9883 0.374 0.1475 -1.6297 -0.297 1 3 8 7 12 -0.4311 -0.0089 NA 452.055 430.464 436.616 440.461 413.21 432.319 455.279 432.943 410.703 404.78 430.883 3 606 67.3333 1
"9657" "38000109" "38013969" 0 0 0 0.703 -1.228 1.1246 2.2967 -0.5635 0.3729 -0.4488 2 5 6 2 16 -0.2163 -0.5171 0.5368 368.512 349.942 383.741 334.31 361.917 329.77 326.174 344.409 358.937 376.445 353.4157 NA NA NA NA
"9658" "38000113" "38013971" 0 0 0 0.4017 0.1776 1.1246 -1.1291 0.8211 -2.3868 -0.4229 1 6 10 0 16 -1.0578 -0.6017 0.1584 349.872 364.738 356.224 361.605 389.196 348.711 361.62 359.989 400.646 351.427 364.4028 2 57 57 3
"9659" "38000285" "38013972" 1 1 0 0.4017 -1.228 0.4417 0.314 -2.1346 2.5026 -0.3681 1 4 0 7 14.5 -0.7897 1.4365 -0.0303 383.315 332.642 373.95 342.272 359.96 407.773 383.404 334.587 335.604 386.699 364.0206 4 1113 50.5909 2
